origin,variant,rule_type
빠가씹새끼,빠가씹새끼끼끼,반복
ㅃㄱㅆㅅㄲ,ᄈᄀᄊᄉᄁ%,특수문자 삽입
ㅃㄱㅆㅅㄲ,ᄈᄀᄊᄉᄁᄁᄁ,반복
ㅃㄱㅆㅅㄲ,ᄈ#ᄀᄊᄉᄁ,특수문자 삽입
빠가씹새끼,.빠가씹새끼,특수문자 삽입
빠가씹새끼,빠빠빠가씹새끼,반복
빠가씹새끼,빠가씹_새끼,특수문자 삽입
ㅃㄱㅆㅅㄲ,ᄈᄀᄊ*ᄉᄁ,특수문자 삽입
빠가씹새끼,빠가씹새새끼,반복
빠가씹새끼,빠.가씹새끼,특수문자 삽입
ㅃㄱㅆㅅㄲ,ᄈ@ᄀᄊᄉᄁ,특수문자 삽입
빠가씹새끼,빠가씹새끼.,특수문자 삽입
ㅃㄱㅆㅅㄲ,ᄈᄀᄊᄉ^ᄁ,특수문자 삽입
빠가씹새끼,빠가씹새@끼,특수문자 삽입
ㅃㄱㅆㅅㄲ,~ᄈᄀᄊᄉᄁ,특수문자 삽입
ㅃㄱㅆㅅㄲ,ᄈᄈᄀᄊᄉᄁ,반복
ㅃㄱㅆㅅㄲ,ᄈᄀᄊᄉᄁᄁ,반복
ㅃㄱㅆㅅㄲ,%ᄈᄀᄊᄉᄁ,특수문자 삽입
빠가씹새끼,빠^가씹새끼,특수문자 삽입
빠가씹새끼,빠가씹*새끼,특수문자 삽입
빠가씹새끼,빠~가씹새끼,특수문자 삽입
ㅃㄱㅆㅅㄲ,ᄈ*ᄀᄊᄉᄁ,특수문자 삽입
빠가씹새끼,~빠가씹새끼,특수문자 삽입
ㅃㄱㅆㅅㄲ,ᄈᄀᄊᄉᄁ_,특수문자 삽입
ㅃㄱㅆㅅㄲ,_ᄈᄀᄊᄉᄁ,특수문자 삽입
빠가씹새끼,빠가 씹새끼,특수문자 삽입
ㅃㄱㅆㅅㄲ,ᄈᄀᄊᄉᄁ.,특수문자 삽입
빠가씹새끼,^빠가씹새끼,특수문자 삽입
빠가씹새끼,빠*가씹새끼,특수문자 삽입
ㅃㄱㅆㅅㄲ,ᄈᄀᄊᄉᄁ#,특수문자 삽입
빠가씹새끼,빠가%씹새끼,특수문자 삽입
ㅃㄱㅆㅅㄲ,ᄈᄀᄊ-ᄉᄁ,특수문자 삽입
ㅃㄱㅆㅅㄲ,ᄈᄀᄊᄉᄁ,특수문자 삽입
ㅃㄱㅆㅅㄲ,ᄈᄀᄊᄉ-ᄁ,특수문자 삽입
빠가씹새끼,빠가#씹새끼,특수문자 삽입
ㅃㄱㅆㅅㄲ,ᄈᄀ ᄊᄉᄁ,특수문자 삽입
빠가씹새끼,빠가-씹새끼,특수문자 삽입
ㅃㄱㅆㅅㄲ,ᄈᄀ*ᄊᄉᄁ,특수문자 삽입
빠가씹새끼,빠가씹새%끼,특수문자 삽입
ㅃㄱㅆㅅㄲ,ᄈᄀᄊᄉᄉᄁ,반복
ㅃㄱㅆㅅㄲ,ᄈᄀ%ᄊᄉᄁ,특수문자 삽입
ㅃㄱㅆㅅㄲ,ᄈᄀᄊᄊᄉᄁ,반복
빠가씹새끼,빠가씹새새새끼,반복
빠가씹새끼,빠가.씹새끼,특수문자 삽입
ㅃㄱㅆㅅㄲ,ᄈᄀᄊ_ᄉᄁ,특수문자 삽입
ㅃㄲ,ᄈᄁ%,특수문자 삽입
삐꾸,.삐꾸,특수문자 삽입
ㅃㄲ,ᄈ%ᄁ,특수문자 삽입
삐꾸,_삐꾸,특수문자 삽입
삐꾸,*삐꾸,특수문자 삽입
ㅃㄲ,ᄈᄈᄁ,반복
삐꾸,삐*꾸,특수문자 삽입
ㅃㄲ,ᄈᄁ*,특수문자 삽입
ㅃㄲ,ᄈ ᄁ,특수문자 삽입
ㅃㄲ,^ᄈᄁ,특수문자 삽입
ㅃㄲ,ᄈᄁ#,특수문자 삽입
삐꾸,#삐꾸,특수문자 삽입
ㅃㄲ,ᄈ_ᄁ,특수문자 삽입
ㅃㄲ,ᄈᄁ,특수문자 삽입
ㅃㄲ,ᄈ~ᄁ,특수문자 삽입
삐꾸,삐_꾸,특수문자 삽입
삐꾸,삐꾸-,특수문자 삽입
삐꾸,삐꾸_,특수문자 삽입
삐꾸,삐^꾸,특수문자 삽입
삐꾸,삐~꾸,특수문자 삽입
ㅃㄲ,_ᄈᄁ,특수문자 삽입
ㅃㄲ,ᄈᄁᄁᄁᄁ,반복
삐꾸,-삐꾸,특수문자 삽입
삐꾸,삐 꾸,특수문자 삽입
삐꾸,삐-꾸,특수문자 삽입
삐꾸,삐꾸꾸꾸꾸,반복
ㅃㄲ,ᄈᄁ-,특수문자 삽입
삐꾸,삐꾸%,특수문자 삽입
ㅃㄲ,.ᄈᄁ,특수문자 삽입
ㅃㄲ,ᄈᄁᄁᄁ,반복
삐꾸,삐꾸^,특수문자 삽입
ㅃㄲ,%ᄈᄁ,특수문자 삽입
ㅃㄲ,ᄈᄁ^,특수문자 삽입
ㅃㄲ,ᄈᄁᄁ,반복
ㅃㄲ,-ᄈᄁ,특수문자 삽입
삐꾸,삐삐삐꾸,반복
삐꾸,삐%꾸,특수문자 삽입
ㅃㄲ,ᄈ@ᄁ,특수문자 삽입
ㅃㄲ,ᄈᄁ@,특수문자 삽입
ㅃㄲ,ᄈ-ᄁ,특수문자 삽입
ㅃㄲ,ᄈ*ᄁ,특수문자 삽입
삐꾸,삐@꾸,특수문자 삽입
ㅃㄲ,ᄈᄈᄈᄁ,반복
삐꾸,삐꾸*,특수문자 삽입
삐꾸,삐꾸#,특수문자 삽입
삐꾸,삐꾸@,특수문자 삽입
ㅃㄲ,ᄈᄁ.,특수문자 삽입
ㅃㄲ,#ᄈᄁ,특수문자 삽입
상년,_상년,특수문자 삽입
상년,상상상년,반복
ㅅㄴ,ᄉᄂ,특수문자 삽입
ㅅㄴ,ᄉ*ᄂ,특수문자 삽입
ㅅㄴ,ᄉᄂᄂᄂ,반복
ㅅㄴ,~ᄉᄂ,특수문자 삽입
상년,상@년,특수문자 삽입
상년,상년*,특수문자 삽입
상년,상년~,특수문자 삽입
상년,상년-,특수문자 삽입
상년,상상년,반복
상년,ᄉᄂ,초성화(비한글 보존)
상년,상년%,특수문자 삽입
ㅅㄴ,ᄉᄉᄂ,반복
ㅅㄴ,ᄉ%ᄂ,특수문자 삽입
상년,상^년,특수문자 삽입
ㅅㄴ,ᄉ#ᄂ,특수문자 삽입
상년,상*년,특수문자 삽입
ㅅㄴ,-ᄉᄂ,특수문자 삽입
ㅅㄴ,ᄉᄂ-,특수문자 삽입
상년,*상년,특수문자 삽입
ㅅㄴ,ᄉ_ᄂ,특수문자 삽입
상년,상년년년,반복
ㅅㄴ,ᄂᄂ,자판오타
상년,상년#,특수문자 삽입
ㅅㄴ,ᄉ ᄂ,특수문자 삽입
ㅅㄴ,ᄉᄂ@,특수문자 삽입
ㅅㄴ,ᄉ@ᄂ,특수문자 삽입
상년,@상년,특수문자 삽입
ㅅㄴ,ᄉᄂ~,특수문자 삽입
ㅅㄴ,ᄉ~ᄂ,특수문자 삽입
상년,상~년,특수문자 삽입
ㅅㄴ,.ᄉᄂ,특수문자 삽입
ㅅㄴ,ᄉᄂ*,특수문자 삽입
ㅅㄴ,*ᄉᄂ,특수문자 삽입
ㅅㄴ,ᄉ-ᄂ,특수문자 삽입
ㅅㄴ,ᄌᄂ,자판오타
상년,~상년,특수문자 삽입
상년,상 년,특수문자 삽입
상년,상년@,특수문자 삽입
상년,#상년,특수문자 삽입
상년,^상년,특수문자 삽입
상년,상년_,특수문자 삽입
ㅅㄴ,ᄉᄉᄉᄂ,반복
ㅅㄴ,#ᄉᄂ,특수문자 삽입
ㅅㄴ,ᄉᄂ#,특수문자 삽입
ㅅㄴ,ᄉ.ᄂ,특수문자 삽입
ㅅㄴ,ᄋᄂ,자판오타
상놈,상_놈,특수문자 삽입
ㅅㄴ,^ᄉᄂ,특수문자 삽입
상놈,#상놈,특수문자 삽입
상놈,상@놈,특수문자 삽입
상놈,상~놈,특수문자 삽입
상놈,ᄉᄂ,초성화
상놈,상놈.,특수문자 삽입
상놈,상#놈,특수문자 삽입
ㅅㄴ,∧ᄂ,동형문자 변형
상놈,상상놈,반복
상놈,상%놈,특수문자 삽입
상놈,-상놈,특수문자 삽입
상놈,상놈놈,반복
상놈,@상놈,특수문자 삽입
ㅅㄴ,ᄉᄂᄂ,반복
상놈,상상상놈,반복
상놈,상놈~,특수문자 삽입
ㅅㄴ,@ᄉᄂ,특수문자 삽입
ㅅㄴ,ᄉᄂ_,특수문자 삽입
상놈,%상놈,특수문자 삽입
상놈,상 놈,특수문자 삽입
상놈,상놈#,특수문자 삽입
상놈,상.놈,특수문자 삽입
ㅅㄴ,ᄉᄂ.,특수문자 삽입
ㅅㄴ,ᄉ^ᄂ,특수문자 삽입
상놈,_상놈,특수문자 삽입
상놈,~상놈,특수문자 삽입
ㅅㄴ,ᄉᄂᄂᄂᄂ,반복
상놈,상놈-,특수문자 삽입
상놈,상놈놈놈,반복
상놈,.상놈,특수문자 삽입
상놈,상놈%,특수문자 삽입
ㅅㄴㅅㄲ,ᄉᄂᄉ*ᄁ,특수문자 삽입
ㅅㄴㅅㄲ,ᄉᄂ#ᄉᄁ,특수문자 삽입
상놈새끼,상놈*새끼,특수문자 삽입
상놈새끼,#상놈새끼,특수문자 삽입
상놈새끼,상놈새끼~,특수문자 삽입
ㅅㄴㅅㄲ,ᄉᄂ%ᄉᄁ,특수문자 삽입
상놈새끼,상놈-새끼,특수문자 삽입
상놈새끼,상놈새새끼,반복
상놈새끼,상놈새~끼,특수문자 삽입
ㅅㄴㅅㄲ,ᄉᄂᄂᄉᄁ,반복
상놈새끼,상놈놈새끼,반복
상놈새끼,상놈새끼#,특수문자 삽입
상놈새끼,상놈새끼%,특수문자 삽입
상놈새끼,상놈_새끼,특수문자 삽입
ㅅㄴㅅㄲ,ᄉᄂᄉᄁ_,특수문자 삽입
ㅅㄴㅅㄲ,ᄉ@ᄂᄉᄁ,특수문자 삽입
상놈새끼,-상놈새끼,특수문자 삽입
상놈새끼,상놈새-끼,특수문자 삽입
ㅅㄴㅅㄲ,#ᄉᄂᄉᄁ,특수문자 삽입
ㅅㄴㅅㄲ,ᄉ%ᄂᄉᄁ,특수문자 삽입
ㅅㄴㅅㄲ,ᄉᄂᄉᄁᄁ,반복
ㅅㄴㅅㄲ,ᄉ_ᄂᄉᄁ,특수문자 삽입
상놈새끼,상놈새끼-,특수문자 삽입
상놈새끼,~상놈새끼,특수문자 삽입
상놈새끼,상놈새끼끼끼끼,반복
ㅅㄴㅅㄲ,ᄉᄂᄉ~ᄁ,특수문자 삽입
상놈새끼,상놈새%끼,특수문자 삽입
상놈새끼,상놈새끼끼끼,반복
상놈새끼,_상놈새끼,특수문자 삽입
상놈새끼,상놈새끼*,특수문자 삽입
상놈새끼,상놈새끼_,특수문자 삽입
ㅅㄴㅅㄲ,ᄉᄂᄌᄁ,자판오타
상놈새끼,상*놈새끼,특수문자 삽입
상놈새끼,상놈새@끼,특수문자 삽입
ㅅㄴㅅㄲ,ᄉᄂᄉᄁᄁᄁ,반복
ㅅㄴㅅㄲ,ᄉᄂ-ᄉᄁ,특수문자 삽입
상놈새끼,*상놈새끼,특수문자 삽입
상놈새끼,상놈새#끼,특수문자 삽입
상놈새끼,상놈새새새끼,반복
상놈새끼,상-놈새끼,특수문자 삽입
상놈새끼,상.놈새끼,특수문자 삽입
ㅅㄴㅅㄲ,ᄉᄂᄉᄁ,특수문자 삽입
상놈새끼,상놈새 끼,특수문자 삽입
상놈새끼,상놈#새끼,특수문자 삽입
ㅅㄴㅅㄲ,ᄂᄂᄉᄁ,자판오타
상놈새끼,상놈^새끼,특수문자 삽입
상놈새끼,@상놈새끼,특수문자 삽입
ㅅㄴㅅㄲ,%ᄉᄂᄉᄁ,특수문자 삽입
ㅅㄴㅅㄲ,ᄉᄂᄉᄉᄁ,반복
상놈새끼,상^놈새끼,특수문자 삽입
ㅅㄴㅇ,^ᄉᄂᄋ,특수문자 삽입
상놈의,상놈^의,특수문자 삽입
상놈의,%상놈의,특수문자 삽입
ㅅㄴㅇ,ᄉᄂᄋ*,특수문자 삽입
상놈의,상놈놈의,반복
ㅅㄴㅇ,ᄉᄂ*ᄋ,특수문자 삽입
ㅅㄴㅇ,ᄂᄂᄋ,자판오타
ㅅㄴㅇ,_ᄉᄂᄋ,특수문자 삽입
ㅅㄴㅇ,ᄉ~ᄂᄋ,특수문자 삽입
ㅅㄴㅇ,*ᄉᄂᄋ,특수문자 삽입
상놈의,상#놈의,특수문자 삽입
ㅅㄴㅇ,ᄉᄂ-ᄋ,특수문자 삽입
상놈의,.상놈의,특수문자 삽입
상놈의,상놈의%,특수문자 삽입
ㅅㄴㅇ,ᄉ_ᄂᄋ,특수문자 삽입
상놈의,상놈의의의,반복
상놈의,상놈의의,반복
상놈의,상놈#의,특수문자 삽입
ㅅㄴㅇ,ᄋᄂᄋ,자판오타
상놈의,상놈의~,특수문자 삽입
ㅅㄴㅇ,ᄉᄂᄋ.,특수문자 삽입
상놈의,상놈*의,특수문자 삽입
상놈의,상놈의_,특수문자 삽입
ㅅㄴㅇ,ᄉᄂ〇,동형문자 변형
ㅅㄴㅇ,ᄉ#ᄂᄋ,특수문자 삽입
ㅅㄴㅇ,ᄉ-ᄂᄋ,특수문자 삽입
ㅅㄴㅇ,ᄉᄉᄂᄋ,반복
ㅅㄴㅇ,ᄉᄂᄋ_,특수문자 삽입
상놈의,상^놈의,특수문자 삽입
ㅅㄴㅇ,ᄉᄂ_ᄋ,특수문자 삽입
ㅅㄴㅇ,ᄉᄂᄋ,특수문자 삽입
ㅅㄴㅇ,ᄉᄂ ᄋ,특수문자 삽입
ㅅㄴㅇ,ᄉ^ᄂᄋ,특수문자 삽입
ㅅㄴㅇ,∧ᄂᄋ,동형문자 변형
상놈의,^상놈의,특수문자 삽입
상놈의,상놈의,특수문자 삽입
ㅅㄴㅇ,ᄉᄂᄋ#,특수문자 삽입
상놈의,상@놈의,특수문자 삽입
ㅅㄴㅇ,-ᄉᄂᄋ,특수문자 삽입
상놈의,*상놈의,특수문자 삽입
상놈의,_상놈의,특수문자 삽입
ㅅㄴㅇ,ᄉᄂᄋᄋ,반복
상놈의,#상놈의,특수문자 삽입
상놈의,상놈@의,특수문자 삽입
ㅅㄴㅇ,~ᄉᄂᄋ,특수문자 삽입
상놈의,상놈의의의의,반복
상놈의,상 놈의,특수문자 삽입
ㅅㄴㅇ,ᄉᄂᄋᄋᄋᄋ,반복
ㅅㄴㅇ,ᄉᄂ~ᄋ,특수문자 삽입
상놈의,상놈~의,특수문자 삽입
새끼,새 끼,특수문자 삽입
ㅅㄲ,^ᄉᄁ,특수문자 삽입
ㅅㄲ,ᄉ*ᄁ,특수문자 삽입
새끼,_새끼,특수문자 삽입
새끼,#새끼,특수문자 삽입
새끼,새*끼,특수문자 삽입
새끼,새~끼,특수문자 삽입
ㅅㄲ,ᄉᄁ,특수문자 삽입
새끼,.새끼,특수문자 삽입
ㅅㄲ,∧ᄁ,동형문자 변형
ㅅㄲ,ᄋᄁ,자판오타
새끼,새-끼,특수문자 삽입
새끼,새끼끼끼,반복
ㅅㄲ,@ᄉᄁ,특수문자 삽입
ㅅㄲ,ᄉᄁ~,특수문자 삽입
새끼,ᄉᄁ,초성화(비한글 보존)
ㅅㄲ,ᄉᄁᄁᄁᄁ,반복
ㅅㄲ,ᄉ_ᄁ,특수문자 삽입
새끼,-새끼,특수문자 삽입
새끼,새새끼,반복
새끼,새.끼,특수문자 삽입
새끼,%새끼,특수문자 삽입
ㅅㄲ,ᄉ~ᄁ,특수문자 삽입
ㅅㄲ,ᄉᄁᄁ,반복
새끼,새#끼,특수문자 삽입
새끼,새끼.,특수문자 삽입
ㅅㄲ,.ᄉᄁ,특수문자 삽입
ㅅㄲ,ᄉ ᄁ,특수문자 삽입
ㅅㄲ,ᄉᄁᄁᄁ,반복
ㅅㄲ,ᄉ@ᄁ,특수문자 삽입
새끼,@새끼,특수문자 삽입
ㅅㄲ,ᄉᄁ#,특수문자 삽입
새끼,새끼-,특수문자 삽입
새끼,새끼#,특수문자 삽입
새끼,새끼^,특수문자 삽입
ㅅㄲ,ᄉ#ᄁ,특수문자 삽입
새끼,새끼~,특수문자 삽입
ㅅㄲ,ᄉᄁ.,특수문자 삽입
ㅅㄲ,ᄉ^ᄁ,특수문자 삽입
ㅅㄲ,ᄂᄁ,자판오타
ㅅㄲ,~ᄉᄁ,특수문자 삽입
ㅅㄲ,ᄉᄁ^,특수문자 삽입
새끼,새^끼,특수문자 삽입
새끼,새끼끼끼끼,반복
새끼,새_끼,특수문자 삽입
ㅅㄲ,_ᄉᄁ,특수문자 삽입
ㅅㄲ,ᄉᄉᄁ,반복
ㅅㄲㄷ,ᄉᄁᄁᄁᄃ,반복
ㅅㄲㄷ,ᄉᄁ.ᄃ,특수문자 삽입
ㅅㄲㄷ,ᄉᄁᄃ*,특수문자 삽입
ㅅㄲㄷ,ᄉᄁᄃ#,특수문자 삽입
새끼들,새@끼들,특수문자 삽입
ㅅㄲㄷ,ᄉᄁ#ᄃ,특수문자 삽입
새끼들,-새끼들,특수문자 삽입
ㅅㄲㄷ,ᄉ%ᄁᄃ,특수문자 삽입
새끼들,새*끼들,특수문자 삽입
새끼들,새끼^들,특수문자 삽입
ㅅㄲㄷ,ᄌᄁᄃ,자판오타
ㅅㄲㄷ,ᄉᄁᄃᄃᄃ,반복
ㅅㄲㄷ,ᄉ ᄁᄃ,특수문자 삽입
ㅅㄲㄷ,ᄉ-ᄁᄃ,특수문자 삽입
새끼들,새끼@들,특수문자 삽입
ㅅㄲㄷ,~ᄉᄁᄃ,특수문자 삽입
ㅅㄲㄷ,.ᄉᄁᄃ,특수문자 삽입
새끼들,새끼들_,특수문자 삽입
새끼들,새끼들들들들,반복
새끼들,새끼%들,특수문자 삽입
새끼들,새 끼들,특수문자 삽입
ㅅㄲㄷ,ᄉᄁᄃ@,특수문자 삽입
ㅅㄲㄷ,ᄉᄁᄃ.,특수문자 삽입
새끼들,새끼들-,특수문자 삽입
새끼들,새끼들들,반복
ㅅㄲㄷ,ᄉᄁᄃ^,특수문자 삽입
새끼들,새끼끼들,반복
새끼들,새.끼들,특수문자 삽입
ㅅㄲㄷ,ᄂᄁᄃ,자판오타
ㅅㄲㄷ,#ᄉᄁᄃ,특수문자 삽입
ㅅㄲㄷ,ᄉᄁᄃ,특수문자 삽입
ㅅㄲㄷ,_ᄉᄁᄃ,특수문자 삽입
새끼들,새끼~들,특수문자 삽입
ㅅㄲㄷ,ᄉᄁᄁᄃ,반복
ㅅㄲㄷ,ᄉᄁᄃᄃᄃᄃ,반복
새끼들,새_끼들,특수문자 삽입
새끼들,%새끼들,특수문자 삽입
새끼들,새끼들들들,반복
ㅅㄲㄷ,@ᄉᄁᄃ,특수문자 삽입
새끼들,새끼들.,특수문자 삽입
ㅅㄲㄷ,ᄉ^ᄁᄃ,특수문자 삽입
새끼들,새끼-들,특수문자 삽입
ㅅㄲㄷ,*ᄉᄁᄃ,특수문자 삽입
새끼들,새-끼들,특수문자 삽입
ㅅㄲㄷ,ᄉᄁᄃ_,특수문자 삽입
새끼들,ᄉᄁᄃ,초성화(비한글 보존)
ㅅㄲㄷ,ᄉᄁᄃᄃ,반복
ㅅㄲㄷ,∧ᄁᄃ,동형문자 변형
ㅅㄲㄷ,ᄉᄁᄃ~,특수문자 삽입
ㅅㄲㅇ,ᄉᄁᄋᄋᄋᄋ,반복
새끼야,^새끼야,특수문자 삽입
새끼야,새끼끼끼야,반복
ㅅㄲㅇ,ᄉᄁᄋ^,특수문자 삽입
ㅅㄲㅇ,@ᄉᄁᄋ,특수문자 삽입
새끼야,새끼 야,특수문자 삽입
새끼야,새@끼야,특수문자 삽입
ㅅㄲㅇ,ᄉᄁᄋ*,특수문자 삽입
새끼야,새끼야*,특수문자 삽입
새끼야,새*끼야,특수문자 삽입
ㅅㄲㅇ,ᄉᄁ.ᄋ,특수문자 삽입
ㅅㄲㅇ,ᄉᄁ@ᄋ,특수문자 삽입
새끼야,새끼야^,특수문자 삽입
새끼야,_새끼야,특수문자 삽입
새끼야,ᄉᄁᄋ,초성화
새끼야,새끼야.,특수문자 삽입
ㅅㄲㅇ,ᄉ^ᄁᄋ,특수문자 삽입
새끼야,새~끼야,특수문자 삽입
새끼야,~새끼야,특수문자 삽입
ㅅㄲㅇ,ᄉ.ᄁᄋ,특수문자 삽입
새끼야,새끼야,특수문자 삽입
ㅅㄲㅇ,ᄉᄁ_ᄋ,특수문자 삽입
새끼야,새_끼야,특수문자 삽입
ㅅㄲㅇ,ᄉ_ᄁᄋ,특수문자 삽입
ㅅㄲㅇ,ᄉᄁᄋ%,특수문자 삽입
ㅅㄲㅇ,ᄉᄁᄋᄋ,반복
ㅅㄲㅇ,ᄉᄁᄋ@,특수문자 삽입
ㅅㄲㅇ,ᄉᄉᄉᄁᄋ,반복
ㅅㄲㅇ,ᄋᄁᄋ,자판오타
ㅅㄲㅇ,ᄉᄉᄁᄋ,반복
ㅅㄲㅇ,ᄉ~ᄁᄋ,특수문자 삽입
새끼야,새새끼야,반복
ㅅㄲㅇ,-ᄉᄁᄋ,특수문자 삽입
ㅅㄲㅇ,ᄉᄁᄋ-,특수문자 삽입
새끼야,새끼#야,특수문자 삽입
ㅅㄲㅇ,ᄉᄁ#ᄋ,특수문자 삽입
ㅅㄲㅇ,ᄉᄁᄋ~,특수문자 삽입
새끼야,새-끼야,특수문자 삽입
새끼야,새끼야야야야,반복
새끼야,-새끼야,특수문자 삽입
ㅅㄲㅇ,ᄉ@ᄁᄋ,특수문자 삽입
ㅅㄲㅇ,^ᄉᄁᄋ,특수문자 삽입
ㅅㄲㅇ,ᄉᄁᄁᄋ,반복
새끼야,새끼야야야,반복
새끼야,%새끼야,특수문자 삽입
ㅅㄲㅇ,ᄉᄁᄋ,특수문자 삽입
새끼야,#새끼야,특수문자 삽입
새끼야,새끼야~,특수문자 삽입
샹년,샹년_,특수문자 삽입
ㅅㄴ,ᄉᄂ%,특수문자 삽입
샹년,샹년,특수문자 삽입
샹년,샹년@,특수문자 삽입
샹년,*샹년,특수문자 삽입
샹년,#샹년,특수문자 삽입
샹년,샹년*,특수문자 삽입
샹년,샹@년,특수문자 삽입
샹년,샹 년,특수문자 삽입
샹년,샹년.,특수문자 삽입
샹년,ᄉᄂ,초성화
샹년,샹^년,특수문자 삽입
샹년,샹년년년년,반복
샹년,샹년#,특수문자 삽입
샹년,샹년~,특수문자 삽입
샹년,샹~년,특수문자 삽입
샹년,.샹년,특수문자 삽입
샹년,샹년^,특수문자 삽입
샹년,샹년년,반복
샹년,샹-년,특수문자 삽입
샹년,@샹년,특수문자 삽입
샹년,~샹년,특수문자 삽입
샹년,_샹년,특수문자 삽입
ㅅㄴ,ᄉᄂ^,특수문자 삽입
샹년,샹년년년,반복
샹년,-샹년,특수문자 삽입
샹년,샹_년,특수문자 삽입
ㅅㅅㅇ,ᄉᄉᄋ#,특수문자 삽입
ㅅㅅㅇ,ᄉᄉᄋ,동형문자 변형
ㅅㅅㅇ,ᄉᄋᄋ,자판오타
ㅅㅅㅇ,*ᄉᄉᄋ,특수문자 삽입
ㅅㅅㅇ,ᄉᄉ◯,동형문자 변형
ㅅㅅㅇ,_ᄉᄉᄋ,특수문자 삽입
ㅅㅅㅇ,ᄉ-ᄉᄋ,특수문자 삽입
섬숭이,섬%숭이,특수문자 삽입
섬숭이,섬숭^이,특수문자 삽입
섬숭이,섬숭이^,특수문자 삽입
ㅅㅅㅇ,ᄌᄉᄋ,자판오타
섬숭이,섬~숭이,특수문자 삽입
ㅅㅅㅇ,ᄉᄉ.ᄋ,특수문자 삽입
ㅅㅅㅇ,ᄉ∧ᄋ,동형문자 변형
섬숭이,#섬숭이,특수문자 삽입
섬숭이,섬숭*이,특수문자 삽입
ㅅㅅㅇ,ᄉᄉ〇,동형문자 변형
섬숭이,섬-숭이,특수문자 삽입
ㅅㅅㅇ,ᄉᄉᄉᄋ,반복
ㅅㅅㅇ,ᄉᄉᄋᄋ,반복
섬숭이,섬#숭이,특수문자 삽입
ㅅㅅㅇ,ᄉᄉ ᄋ,특수문자 삽입
섬숭이,.섬숭이,특수문자 삽입
ㅅㅅㅇ,ᄉ@ᄉᄋ,특수문자 삽입
ㅅㅅㅇ,ᄉᄉᄋ%,특수문자 삽입
섬숭이,섬숭@이,특수문자 삽입
섬숭이,섬.숭이,특수문자 삽입
섬숭이,ᄉᄉᄋ,초성화
섬숭이,섬숭이%,특수문자 삽입
ㅅㅅㅇ,ᄉᄉ#ᄋ,특수문자 삽입
섬숭이,섬숭#이,특수문자 삽입
섬숭이,섬숭이@,특수문자 삽입
ㅅㅅㅇ,.ᄉᄉᄋ,특수문자 삽입
섬숭이,섬*숭이,특수문자 삽입
ㅅㅅㅇ,ᄉ#ᄉᄋ,특수문자 삽입
섬숭이,섬숭~이,특수문자 삽입
섬숭이,섬숭이이,반복
ㅅㅅㅇ,ᄉ.ᄉᄋ,특수문자 삽입
섬숭이,섬숭이~,특수문자 삽입
섬숭이,~섬숭이,특수문자 삽입
섬숭이,섬숭이-,특수문자 삽입
ㅅㅅㅇ,ᄉᄉ*ᄋ,특수문자 삽입
섬숭이,섬 숭이,특수문자 삽입
ㅅㅅㅇ,ᄉᄉᄋ.,특수문자 삽입
ㅅㅅㅇ,ᄉᄉᄋ_,특수문자 삽입
ㅅㅅㅇ,-ᄉᄉᄋ,특수문자 삽입
ㅅㅅㅇ,ᄉᄉᄋᄋᄋ,반복
섬숭이,섬숭이.,특수문자 삽입
ㅅㅉㄲ,ᄉᄍ%ᄁ,특수문자 삽입
섬짱깨,섬짱깨깨깨깨,반복
섬짱깨,섬짱#깨,특수문자 삽입
ㅅㅉㄲ,ᄉᄍᄁᄁᄁᄁ,반복
섬짱깨,섬짱깨%,특수문자 삽입
ㅅㅉㄲ,ᄉ*ᄍᄁ,특수문자 삽입
섬짱깨,섬짱~깨,특수문자 삽입
ㅅㅉㄲ,#ᄉᄍᄁ,특수문자 삽입
섬짱깨,섬섬짱깨,반복
섬짱깨,섬짱깨*,특수문자 삽입
ㅅㅉㄲ,ᄉ ᄍᄁ,특수문자 삽입
ㅅㅉㄲ,ᄂᄍᄁ,자판오타
ㅅㅉㄲ,ᄉᄍ*ᄁ,특수문자 삽입
ㅅㅉㄲ,ᄉᄍᄁ@,특수문자 삽입
ㅅㅉㄲ,ᄉᄍ ᄁ,특수문자 삽입
ㅅㅉㄲ,ᄉ_ᄍᄁ,특수문자 삽입
ㅅㅉㄲ,.ᄉᄍᄁ,특수문자 삽입
ㅅㅉㄲ,ᄉᄍ.ᄁ,특수문자 삽입
섬짱깨,.섬짱깨,특수문자 삽입
섬짱깨,섬짱깨깨,반복
섬짱깨,섬*짱깨,특수문자 삽입
섬짱깨,%섬짱깨,특수문자 삽입
섬짱깨,섬#짱깨,특수문자 삽입
ㅅㅉㄲ,ᄉᄍᄁ_,특수문자 삽입
섬짱깨,섬.짱깨,특수문자 삽입
섬짱깨,섬짱깨#,특수문자 삽입
ㅅㅉㄲ,ᄉᄍᄁᄁ,반복
섬짱깨,-섬짱깨,특수문자 삽입
섬짱깨,섬~짱깨,특수문자 삽입
ㅅㅉㄲ,ᄉᄍ^ᄁ,특수문자 삽입
ㅅㅉㄲ,ᄉ.ᄍᄁ,특수문자 삽입
ㅅㅉㄲ,∧ᄍᄁ,동형문자 변형
ㅅㅉㄲ,-ᄉᄍᄁ,특수문자 삽입
ㅅㅉㄲ,ᄉᄍᄁ#,특수문자 삽입
ㅅㅉㄲ,ᄉᄍ_ᄁ,특수문자 삽입
